,County,Day,Cases,Week,Date,Population,Rate,Change,Double,LogChange,DoubleTime
460,Dixie,6,0,1,3/8/20,16767.0,0.0,0.0,No,,inf
529,Dixie,7,0,2,3/9/20,16767.0,0.0,0.0,No,,inf
598,Dixie,8,0,2,3/10/20,16767.0,0.0,0.0,No,,inf
667,Dixie,9,0,2,3/11/20,16767.0,0.0,0.0,No,,inf
736,Dixie,10,0,2,3/12/20,16767.0,0.0,0.0,No,,inf
805,Dixie,11,0,2,3/13/20,16767.0,0.0,0.0,No,,inf
874,Dixie,12,0,2,3/14/20,16767.0,0.0,0.0,No,,inf
943,Dixie,13,0,2,3/15/20,16767.0,0.0,0.0,No,,inf
1012,Dixie,14,0,3,3/16/20,16767.0,0.0,0.0,No,,inf
1081,Dixie,15,0,3,3/17/20,16767.0,0.0,0.0,No,,inf
1150,Dixie,16,0,3,3/18/20,16767.0,0.0,0.0,No,,inf
1219,Dixie,17,0,3,3/19/20,16767.0,0.0,0.0,No,,inf
1288,Dixie,18,0,3,3/20/20,16767.0,0.0,0.0,No,,inf
1357,Dixie,19,0,3,3/21/20,16767.0,0.0,0.0,No,,inf
1426,Dixie,20,0,3,3/22/20,16767.0,0.0,0.0,No,,inf
1495,Dixie,21,0,4,3/23/20,16767.0,0.0,0.0,No,,inf
1564,Dixie,22,0,4,3/24/20,16767.0,0.0,0.0,No,,inf
13,Duval,0,0,1,3/2/20,954454.0,0.0,0.0,No,,inf
82,Duval,1,0,1,3/3/20,954454.0,0.0,0.0,No,,inf
151,Duval,2,0,1,3/4/20,954454.0,0.0,0.0,No,,inf
220,Duval,3,0,1,3/5/20,954454.0,0.0,0.0,No,,inf
289,Duval,4,0,1,3/6/20,954454.0,0.0,0.0,No,,inf
358,Duval,5,0,1,3/7/20,954454.0,0.0,0.0,No,,inf
427,Duval,6,0,1,3/8/20,954454.0,0.0,0.0,No,,inf
496,Duval,7,0,2,3/9/20,954454.0,0.0,0.0,No,,inf
565,Duval,8,0,2,3/10/20,954454.0,0.0,0.0,No,,inf
634,Duval,9,0,2,3/11/20,954454.0,0.0,0.0,No,,inf
703,Duval,10,0,2,3/12/20,954454.0,0.0,0.0,No,,inf
772,Duval,11,1,2,3/13/20,954454.0,0.10477194291186376,1.0,Yes,inf,1.0
841,Duval,12,0,2,3/14/20,954454.0,0.0,-1.0,No,-inf,-inf
910,Duval,13,3,2,3/15/20,954454.0,0.3143158287355913,3.0,Yes,inf,0.1111111111111111
979,Duval,14,1,3,3/16/20,954454.0,0.10477194291186376,-2.0,No,-1.0986122886681096,-0.5
1048,Duval,15,5,3,3/17/20,954454.0,0.5238597145593188,4.0,Yes,1.6094379124341003,0.05
1117,Duval,16,3,3,3/18/20,954454.0,0.3143158287355913,-2.0,No,-0.5108256237659907,-0.16666666666666666
1186,Duval,17,1,3,3/19/20,954454.0,0.10477194291186376,-2.0,No,-1.0986122886681096,-0.5
1255,Duval,18,4,3,3/20/20,954454.0,0.41908777164745503,3.0,Yes,1.3862943611198904,0.08333333333333333
1324,Duval,19,15,3,3/21/20,954454.0,1.571579143677956,11.0,Yes,1.3217558399823193,0.006060606060606061
1393,Duval,20,7,3,3/22/20,954454.0,0.7334036003830462,-8.0,No,-0.7621400520468967,-0.017857142857142856
1462,Duval,21,10,4,3/23/20,954454.0,1.0477194291186376,3.0,Yes,0.3566749439387325,0.03333333333333333
1531,Duval,22,0,4,3/24/20,954454.0,0.0,-10.0,No,-inf,-inf
14,Escambia,0,0,1,3/2/20,317051.0,0.0,0.0,No,,inf
83,Escambia,1,0,1,3/3/20,317051.0,0.0,0.0,No,,inf
152,Escambia,2,0,1,3/4/20,317051.0,0.0,0.0,No,,inf
221,Escambia,3,0,1,3/5/20,317051.0,0.0,0.0,No,,inf
290,Escambia,4,0,1,3/6/20,317051.0,0.0,0.0,No,,inf
359,Escambia,5,0,1,3/7/20,317051.0,0.0,0.0,No,,inf
428,Escambia,6,0,1,3/8/20,317051.0,0.0,0.0,No,,inf
497,Escambia,7,0,2,3/9/20,317051.0,0.0,0.0,No,,inf
566,Escambia,8,0,2,3/10/20,317051.0,0.0,0.0,No,,inf
635,Escambia,9,0,2,3/11/20,317051.0,0.0,0.0,No,,inf
704,Escambia,10,0,2,3/12/20,317051.0,0.0,0.0,No,,inf
773,Escambia,11,0,2,3/13/20,317051.0,0.0,0.0,No,,inf
842,Escambia,12,0,2,3/14/20,317051.0,0.0,0.0,No,,inf
911,Escambia,13,0,2,3/15/20,317051.0,0.0,0.0,No,,inf
980,Escambia,14,1,3,3/16/20,317051.0,0.31540666958943514,1.0,Yes,inf,1.0
1049,Escambia,15,0,3,3/17/20,317051.0,0.0,-1.0,No,-inf,-inf
1118,Escambia,16,0,3,3/18/20,317051.0,0.0,0.0,No,,inf
1187,Escambia,17,0,3,3/19/20,317051.0,0.0,0.0,No,,inf
1256,Escambia,18,0,3,3/20/20,317051.0,0.0,0.0,No,,inf
1325,Escambia,19,0,3,3/21/20,317051.0,0.0,0.0,No,,inf
1394,Escambia,20,4,3,3/22/20,317051.0,1.2616266783577406,4.0,Yes,inf,0.0625
1463,Escambia,21,4,4,3/23/20,317051.0,1.2616266783577406,0.0,Yes,0.0,inf
1532,Escambia,22,1,4,3/24/20,317051.0,0.31540666958943514,-3.0,No,-1.3862943611198908,-0.3333333333333333
15,Flagler,0,0,1,3/2/20,108481.0,0.0,0.0,No,-inf,-inf
84,Flagler,1,0,1,3/3/20,108481.0,0.0,0.0,No,,inf
153,Flagler,2,0,1,3/4/20,108481.0,0.0,0.0,No,,inf
222,Flagler,3,0,1,3/5/20,108481.0,0.0,0.0,No,,inf
291,Flagler,4,0,1,3/6/20,108481.0,0.0,0.0,No,,inf
360,Flagler,5,0,1,3/7/20,108481.0,0.0,0.0,No,,inf
429,Flagler,6,0,1,3/8/20,108481.0,0.0,0.0,No,,inf
498,Flagler,7,0,2,3/9/20,108481.0,0.0,0.0,No,,inf
567,Flagler,8,0,2,3/10/20,108481.0,0.0,0.0,No,,inf
636,Flagler,9,0,2,3/11/20,108481.0,0.0,0.0,No,,inf
705,Flagler,10,0,2,3/12/20,108481.0,0.0,0.0,No,,inf
774,Flagler,11,0,2,3/13/20,108481.0,0.0,0.0,No,,inf
843,Flagler,12,0,2,3/14/20,108481.0,0.0,0.0,No,,inf
912,Flagler,13,0,2,3/15/20,108481.0,0.0,0.0,No,,inf
981,Flagler,14,0,3,3/16/20,108481.0,0.0,0.0,No,,inf
1050,Flagler,15,0,3,3/17/20,108481.0,0.0,0.0,No,,inf
1119,Flagler,16,0,3,3/18/20,108481.0,0.0,0.0,No,,inf
1188,Flagler,17,0,3,3/19/20,108481.0,0.0,0.0,No,,inf
1257,Flagler,18,0,3,3/20/20,108481.0,0.0,0.0,No,,inf
1326,Flagler,19,0,3,3/21/20,108481.0,0.0,0.0,No,,inf
1395,Flagler,20,3,3,3/22/20,108481.0,2.765461232842618,3.0,Yes,inf,0.1111111111111111
1464,Flagler,21,1,4,3/23/20,108481.0,0.9218204109475392,-2.0,No,-1.0986122886681098,-0.5
1533,Flagler,22,0,4,3/24/20,108481.0,0.0,-1.0,No,-inf,-inf
68,Florida,0,2,1,3/2/20,2095705.0,0.09543327901589202,0.0,No,inf,0.25
137,Florida,1,2,1,3/3/20,2095705.0,0.09543327901589202,0.0,Yes,0.0,inf
206,Florida,2,4,1,3/4/20,2095705.0,0.19086655803178404,2.0,Yes,0.6931471805599454,0.125
275,Florida,3,1,1,3/5/20,2095705.0,0.04771663950794601,-3.0,No,-1.3862943611198908,-0.3333333333333333
344,Florida,4,0,1,3/6/20,2095705.0,0.0,-1.0,No,-inf,-inf
413,Florida,5,4,1,3/7/20,2095705.0,0.19086655803178404,4.0,Yes,inf,0.0625
482,Florida,6,1,1,3/8/20,2095705.0,0.04771663950794601,-3.0,No,-1.3862943611198908,-0.3333333333333333
551,Florida,7,5,2,3/9/20,2095705.0,0.23858319753973006,4.0,Yes,1.6094379124341005,0.05
620,Florida,8,3,2,3/10/20,2095705.0,0.14314991852383804,-2.0,No,-0.5108256237659907,-0.16666666666666666
689,Florida,9,6,2,3/11/20,2095705.0,0.2862998370476761,3.0,Yes,0.6931471805599454,0.05555555555555555
758,Florida,10,7,2,3/12/20,2095705.0,0.3340164765556221,1.0,Yes,0.15415067982725827,0.14285714285714285
827,Florida,11,24,2,3/13/20,2095705.0,1.1451993481907043,17.0,Yes,1.2321436812926323,0.0024509803921568627
896,Florida,12,45,2,3/14/20,2095705.0,2.1472487778575706,21.0,Yes,0.6286086594223741,0.0010582010582010583
965,Florida,13,33,2,3/15/20,2095705.0,1.5746491037622186,-12.0,No,-0.3101549283038395,-0.0025252525252525255
1034,Florida,14,32,3,3/16/20,2095705.0,1.5269324642542723,-1.0,No,-0.0307716586667538,-0.03125
1103,Florida,15,70,3,3/17/20,2095705.0,3.340164765556221,38.0,Yes,0.7827593392496325,0.0003759398496240601
1172,Florida,16,107,3,3/18/20,2095705.0,5.105680427350223,37.0,Yes,0.4243335924125471,0.0002525890376357666
1241,Florida,17,88,3,3/19/20,2095705.0,4.199064276699249,-19.0,No,-0.19549201998369958,-0.0005980861244019139
1310,Florida,18,150,3,3/20/20,2095705.0,7.157495926191902,62.0,Yes,0.5332984796180493,0.00010752688172043012
1379,Florida,19,217,3,3/21/20,2095705.0,10.354510773224284,67.0,Yes,0.36926205944420376,6.878052135635188e-05
1448,Florida,20,308,3,3/22/20,2095705.0,14.696724968447372,91.0,Yes,0.35020242943311475,3.5678607107178535e-05
1517,Florida,21,195,4,3/23/20,2095705.0,9.304744704049472,-113.0,No,-0.45710022440982767,-4.538234626730202e-05
1586,Florida,22,108,4,3/24/20,2095705.0,5.15339706685817,-87.0,No,-0.5908683314395269,-0.00010642826734780757
47,Franklin,0,0,1,3/2/20,12360.0,0.0,0.0,No,-inf,-inf
116,Franklin,1,0,1,3/3/20,12360.0,0.0,0.0,No,,inf
185,Franklin,2,0,1,3/4/20,12360.0,0.0,0.0,No,,inf
254,Franklin,3,0,1,3/5/20,12360.0,0.0,0.0,No,,inf
323,Franklin,4,0,1,3/6/20,12360.0,0.0,0.0,No,,inf
392,Franklin,5,0,1,3/7/20,12360.0,0.0,0.0,No,,inf
461,Franklin,6,0,1,3/8/20,12360.0,0.0,0.0,No,,inf
530,Franklin,7,0,2,3/9/20,12360.0,0.0,0.0,No,,inf
599,Franklin,8,0,2,3/10/20,12360.0,0.0,0.0,No,,inf
668,Franklin,9,0,2,3/11/20,12360.0,0.0,0.0,No,,inf
737,Franklin,10,0,2,3/12/20,12360.0,0.0,0.0,No,,inf
806,Franklin,11,0,2,3/13/20,12360.0,0.0,0.0,No,,inf
875,Franklin,12,0,2,3/14/20,12360.0,0.0,0.0,No,,inf
944,Franklin,13,0,2,3/15/20,12360.0,0.0,0.0,No,,inf
1013,Franklin,14,0,3,3/16/20,12360.0,0.0,0.0,No,,inf
1082,Franklin,15,0,3,3/17/20,12360.0,0.0,0.0,No,,inf
1151,Franklin,16,0,3,3/18/20,12360.0,0.0,0.0,No,,inf
1220,Franklin,17,0,3,3/19/20,12360.0,0.0,0.0,No,,inf
1289,Franklin,18,0,3,3/20/20,12360.0,0.0,0.0,No,,inf
1358,Franklin,19,0,3,3/21/20,12360.0,0.0,0.0,No,,inf
1427,Franklin,20,0,3,3/22/20,12360.0,0.0,0.0,No,,inf
1496,Franklin,21,0,4,3/23/20,12360.0,0.0,0.0,No,,inf
1565,Franklin,22,0,4,3/24/20,12360.0,0.0,0.0,No,,inf
16,Gadsden,0,0,1,3/2/20,48173.0,0.0,0.0,No,,inf
85,Gadsden,1,1,1,3/3/20,48173.0,2.075851618126336,1.0,Yes,inf,1.0
154,Gadsden,2,0,1,3/4/20,48173.0,0.0,-1.0,No,-inf,-inf
223,Gadsden,3,0,1,3/5/20,48173.0,0.0,0.0,No,,inf
292,Gadsden,4,0,1,3/6/20,48173.0,0.0,0.0,No,,inf
361,Gadsden,5,0,1,3/7/20,48173.0,0.0,0.0,No,,inf
430,Gadsden,6,0,1,3/8/20,48173.0,0.0,0.0,No,,inf
499,Gadsden,7,0,2,3/9/20,48173.0,0.0,0.0,No,,inf
568,Gadsden,8,0,2,3/10/20,48173.0,0.0,0.0,No,,inf
637,Gadsden,9,0,2,3/11/20,48173.0,0.0,0.0,No,,inf
706,Gadsden,10,0,2,3/12/20,48173.0,0.0,0.0,No,,inf
775,Gadsden,11,0,2,3/13/20,48173.0,0.0,0.0,No,,inf
844,Gadsden,12,0,2,3/14/20,48173.0,0.0,0.0,No,,inf
913,Gadsden,13,0,2,3/15/20,48173.0,0.0,0.0,No,,inf
982,Gadsden,14,0,3,3/16/20,48173.0,0.0,0.0,No,,inf
1051,Gadsden,15,0,3,3/17/20,48173.0,0.0,0.0,No,,inf
1120,Gadsden,16,0,3,3/18/20,48173.0,0.0,0.0,No,,inf
1189,Gadsden,17,0,3,3/19/20,48173.0,0.0,0.0,No,,inf
1258,Gadsden,18,0,3,3/20/20,48173.0,0.0,0.0,No,,inf
1327,Gadsden,19,0,3,3/21/20,48173.0,0.0,0.0,No,,inf
1396,Gadsden,20,0,3,3/22/20,48173.0,0.0,0.0,No,,inf
1465,Gadsden,21,0,4,3/23/20,48173.0,0.0,0.0,No,,inf
1534,Gadsden,22,0,4,3/24/20,48173.0,0.0,0.0,No,,inf
48,Gilchrist,0,0,1,3/2/20,17578.0,0.0,0.0,No,,inf
117,Gilchrist,1,0,1,3/3/20,17578.0,0.0,0.0,No,,inf
186,Gilchrist,2,0,1,3/4/20,17578.0,0.0,0.0,No,,inf
255,Gilchrist,3,0,1,3/5/20,17578.0,0.0,0.0,No,,inf
324,Gilchrist,4,0,1,3/6/20,17578.0,0.0,0.0,No,,inf
393,Gilchrist,5,0,1,3/7/20,17578.0,0.0,0.0,No,,inf
462,Gilchrist,6,0,1,3/8/20,17578.0,0.0,0.0,No,,inf
531,Gilchrist,7,0,2,3/9/20,17578.0,0.0,0.0,No,,inf
600,Gilchrist,8,0,2,3/10/20,17578.0,0.0,0.0,No,,inf
669,Gilchrist,9,0,2,3/11/20,17578.0,0.0,0.0,No,,inf
738,Gilchrist,10,0,2,3/12/20,17578.0,0.0,0.0,No,,inf
807,Gilchrist,11,0,2,3/13/20,17578.0,0.0,0.0,No,,inf
876,Gilchrist,12,0,2,3/14/20,17578.0,0.0,0.0,No,,inf
945,Gilchrist,13,0,2,3/15/20,17578.0,0.0,0.0,No,,inf
1014,Gilchrist,14,0,3,3/16/20,17578.0,0.0,0.0,No,,inf
1083,Gilchrist,15,0,3,3/17/20,17578.0,0.0,0.0,No,,inf
1152,Gilchrist,16,0,3,3/18/20,17578.0,0.0,0.0,No,,inf
1221,Gilchrist,17,0,3,3/19/20,17578.0,0.0,0.0,No,,inf
1290,Gilchrist,18,0,3,3/20/20,17578.0,0.0,0.0,No,,inf
1359,Gilchrist,19,0,3,3/21/20,17578.0,0.0,0.0,No,,inf
1428,Gilchrist,20,0,3,3/22/20,17578.0,0.0,0.0,No,,inf
1497,Gilchrist,21,0,4,3/23/20,17578.0,0.0,0.0,No,,inf
1566,Gilchrist,22,0,4,3/24/20,17578.0,0.0,0.0,No,,inf
49,Glades,0,0,1,3/2/20,13193.0,0.0,0.0,No,,inf
118,Glades,1,0,1,3/3/20,13193.0,0.0,0.0,No,,inf
187,Glades,2,0,1,3/4/20,13193.0,0.0,0.0,No,,inf
256,Glades,3,0,1,3/5/20,13193.0,0.0,0.0,No,,inf
325,Glades,4,0,1,3/6/20,13193.0,0.0,0.0,No,,inf
394,Glades,5,0,1,3/7/20,13193.0,0.0,0.0,No,,inf
463,Glades,6,0,1,3/8/20,13193.0,0.0,0.0,No,,inf
532,Glades,7,0,2,3/9/20,13193.0,0.0,0.0,No,,inf
601,Glades,8,0,2,3/10/20,13193.0,0.0,0.0,No,,inf
670,Glades,9,0,2,3/11/20,13193.0,0.0,0.0,No,,inf
739,Glades,10,0,2,3/12/20,13193.0,0.0,0.0,No,,inf
808,Glades,11,0,2,3/13/20,13193.0,0.0,0.0,No,,inf
877,Glades,12,0,2,3/14/20,13193.0,0.0,0.0,No,,inf
946,Glades,13,0,2,3/15/20,13193.0,0.0,0.0,No,,inf
1015,Glades,14,0,3,3/16/20,13193.0,0.0,0.0,No,,inf
1084,Glades,15,0,3,3/17/20,13193.0,0.0,0.0,No,,inf
1153,Glades,16,0,3,3/18/20,13193.0,0.0,0.0,No,,inf
1222,Glades,17,0,3,3/19/20,13193.0,0.0,0.0,No,,inf
1291,Glades,18,0,3,3/20/20,13193.0,0.0,0.0,No,,inf
1360,Glades,19,0,3,3/21/20,13193.0,0.0,0.0,No,,inf
1429,Glades,20,0,3,3/22/20,13193.0,0.0,0.0,No,,inf
1498,Glades,21,0,4,3/23/20,13193.0,0.0,0.0,No,,inf
1567,Glades,22,0,4,3/24/20,13193.0,0.0,0.0,No,,inf
50,Gulf,0,0,1,3/2/20,16235.0,0.0,0.0,No,,inf
119,Gulf,1,0,1,3/3/20,16235.0,0.0,0.0,No,,inf
188,Gulf,2,0,1,3/4/20,16235.0,0.0,0.0,No,,inf
257,Gulf,3,0,1,3/5/20,16235.0,0.0,0.0,No,,inf
326,Gulf,4,0,1,3/6/20,16235.0,0.0,0.0,No,,inf
395,Gulf,5,0,1,3/7/20,16235.0,0.0,0.0,No,,inf
464,Gulf,6,0,1,3/8/20,16235.0,0.0,0.0,No,,inf
533,Gulf,7,0,2,3/9/20,16235.0,0.0,0.0,No,,inf
602,Gulf,8,0,2,3/10/20,16235.0,0.0,0.0,No,,inf
671,Gulf,9,0,2,3/11/20,16235.0,0.0,0.0,No,,inf
740,Gulf,10,0,2,3/12/20,16235.0,0.0,0.0,No,,inf
809,Gulf,11,0,2,3/13/20,16235.0,0.0,0.0,No,,inf
878,Gulf,12,0,2,3/14/20,16235.0,0.0,0.0,No,,inf
947,Gulf,13,0,2,3/15/20,16235.0,0.0,0.0,No,,inf
1016,Gulf,14,0,3,3/16/20,16235.0,0.0,0.0,No,,inf
1085,Gulf,15,0,3,3/17/20,16235.0,0.0,0.0,No,,inf
1154,Gulf,16,0,3,3/18/20,16235.0,0.0,0.0,No,,inf
1223,Gulf,17,0,3,3/19/20,16235.0,0.0,0.0,No,,inf
1292,Gulf,18,0,3,3/20/20,16235.0,0.0,0.0,No,,inf
1361,Gulf,19,0,3,3/21/20,16235.0,0.0,0.0,No,,inf
1430,Gulf,20,0,3,3/22/20,16235.0,0.0,0.0,No,,inf
1499,Gulf,21,0,4,3/23/20,16235.0,0.0,0.0,No,,inf
1568,Gulf,22,0,4,3/24/20,16235.0,0.0,0.0,No,,inf
51,Hamilton,0,0,1,3/2/20,14706.0,0.0,0.0,No,,inf
120,Hamilton,1,0,1,3/3/20,14706.0,0.0,0.0,No,,inf
189,Hamilton,2,0,1,3/4/20,14706.0,0.0,0.0,No,,inf
258,Hamilton,3,0,1,3/5/20,14706.0,0.0,0.0,No,,inf
327,Hamilton,4,0,1,3/6/20,14706.0,0.0,0.0,No,,inf
396,Hamilton,5,0,1,3/7/20,14706.0,0.0,0.0,No,,inf
465,Hamilton,6,0,1,3/8/20,14706.0,0.0,0.0,No,,inf
534,Hamilton,7,0,2,3/9/20,14706.0,0.0,0.0,No,,inf
603,Hamilton,8,0,2,3/10/20,14706.0,0.0,0.0,No,,inf
672,Hamilton,9,0,2,3/11/20,14706.0,0.0,0.0,No,,inf
741,Hamilton,10,0,2,3/12/20,14706.0,0.0,0.0,No,,inf
810,Hamilton,11,0,2,3/13/20,14706.0,0.0,0.0,No,,inf
879,Hamilton,12,0,2,3/14/20,14706.0,0.0,0.0,No,,inf
948,Hamilton,13,0,2,3/15/20,14706.0,0.0,0.0,No,,inf
1017,Hamilton,14,0,3,3/16/20,14706.0,0.0,0.0,No,,inf
1086,Hamilton,15,0,3,3/17/20,14706.0,0.0,0.0,No,,inf
1155,Hamilton,16,0,3,3/18/20,14706.0,0.0,0.0,No,,inf
1224,Hamilton,17,0,3,3/19/20,14706.0,0.0,0.0,No,,inf
1293,Hamilton,18,0,3,3/20/20,14706.0,0.0,0.0,No,,inf
1362,Hamilton,19,0,3,3/21/20,14706.0,0.0,0.0,No,,inf
1431,Hamilton,20,0,3,3/22/20,14706.0,0.0,0.0,No,,inf
1500,Hamilton,21,0,4,3/23/20,14706.0,0.0,0.0,No,,inf
1569,Hamilton,22,0,4,3/24/20,14706.0,0.0,0.0,No,,inf
52,Hardee,0,0,1,3/2/20,27436.0,0.0,0.0,No,,inf
121,Hardee,1,0,1,3/3/20,27436.0,0.0,0.0,No,,inf
190,Hardee,2,0,1,3/4/20,27436.0,0.0,0.0,No,,inf
259,Hardee,3,0,1,3/5/20,27436.0,0.0,0.0,No,,inf
328,Hardee,4,0,1,3/6/20,27436.0,0.0,0.0,No,,inf
397,Hardee,5,0,1,3/7/20,27436.0,0.0,0.0,No,,inf
466,Hardee,6,0,1,3/8/20,27436.0,0.0,0.0,No,,inf
535,Hardee,7,0,2,3/9/20,27436.0,0.0,0.0,No,,inf
604,Hardee,8,0,2,3/10/20,27436.0,0.0,0.0,No,,inf
673,Hardee,9,0,2,3/11/20,27436.0,0.0,0.0,No,,inf
742,Hardee,10,0,2,3/12/20,27436.0,0.0,0.0,No,,inf
811,Hardee,11,0,2,3/13/20,27436.0,0.0,0.0,No,,inf
880,Hardee,12,0,2,3/14/20,27436.0,0.0,0.0,No,,inf
949,Hardee,13,0,2,3/15/20,27436.0,0.0,0.0,No,,inf
1018,Hardee,14,0,3,3/16/20,27436.0,0.0,0.0,No,,inf
1087,Hardee,15,0,3,3/17/20,27436.0,0.0,0.0,No,,inf
1156,Hardee,16,0,3,3/18/20,27436.0,0.0,0.0,No,,inf
1225,Hardee,17,0,3,3/19/20,27436.0,0.0,0.0,No,,inf
1294,Hardee,18,0,3,3/20/20,27436.0,0.0,0.0,No,,inf
1363,Hardee,19,0,3,3/21/20,27436.0,0.0,0.0,No,,inf
1432,Hardee,20,0,3,3/22/20,27436.0,0.0,0.0,No,,inf
1501,Hardee,21,0,4,3/23/20,27436.0,0.0,0.0,No,,inf
1570,Hardee,22,0,4,3/24/20,27436.0,0.0,0.0,No,,inf
53,Hendry,0,0,1,3/2/20,39682.0,0.0,0.0,No,,inf
122,Hendry,1,0,1,3/3/20,39682.0,0.0,0.0,No,,inf
191,Hendry,2,0,1,3/4/20,39682.0,0.0,0.0,No,,inf
260,Hendry,3,0,1,3/5/20,39682.0,0.0,0.0,No,,inf
329,Hendry,4,0,1,3/6/20,39682.0,0.0,0.0,No,,inf
398,Hendry,5,0,1,3/7/20,39682.0,0.0,0.0,No,,inf
467,Hendry,6,0,1,3/8/20,39682.0,0.0,0.0,No,,inf
536,Hendry,7,0,2,3/9/20,39682.0,0.0,0.0,No,,inf
605,Hendry,8,0,2,3/10/20,39682.0,0.0,0.0,No,,inf
674,Hendry,9,0,2,3/11/20,39682.0,0.0,0.0,No,,inf
743,Hendry,10,0,2,3/12/20,39682.0,0.0,0.0,No,,inf
812,Hendry,11,0,2,3/13/20,39682.0,0.0,0.0,No,,inf
881,Hendry,12,0,2,3/14/20,39682.0,0.0,0.0,No,,inf
950,Hendry,13,0,2,3/15/20,39682.0,0.0,0.0,No,,inf
1019,Hendry,14,0,3,3/16/20,39682.0,0.0,0.0,No,,inf
1088,Hendry,15,0,3,3/17/20,39682.0,0.0,0.0,No,,inf
1157,Hendry,16,0,3,3/18/20,39682.0,0.0,0.0,No,,inf
1226,Hendry,17,0,3,3/19/20,39682.0,0.0,0.0,No,,inf
1295,Hendry,18,0,3,3/20/20,39682.0,0.0,0.0,No,,inf
1364,Hendry,19,0,3,3/21/20,39682.0,0.0,0.0,No,,inf
1433,Hendry,20,0,3,3/22/20,39682.0,0.0,0.0,No,,inf
1502,Hendry,21,0,4,3/23/20,39682.0,0.0,0.0,No,,inf
1571,Hendry,22,0,4,3/24/20,39682.0,0.0,0.0,No,,inf
17,Hernando,0,0,1,3/2/20,185421.0,0.0,0.0,No,,inf
86,Hernando,1,0,1,3/3/20,185421.0,0.0,0.0,No,,inf
155,Hernando,2,0,1,3/4/20,185421.0,0.0,0.0,No,,inf
224,Hernando,3,0,1,3/5/20,185421.0,0.0,0.0,No,,inf
293,Hernando,4,0,1,3/6/20,185421.0,0.0,0.0,No,,inf
362,Hernando,5,0,1,3/7/20,185421.0,0.0,0.0,No,,inf
431,Hernando,6,0,1,3/8/20,185421.0,0.0,0.0,No,,inf
500,Hernando,7,0,2,3/9/20,185421.0,0.0,0.0,No,,inf
569,Hernando,8,0,2,3/10/20,185421.0,0.0,0.0,No,,inf
638,Hernando,9,0,2,3/11/20,185421.0,0.0,0.0,No,,inf
707,Hernando,10,0,2,3/12/20,185421.0,0.0,0.0,No,,inf
776,Hernando,11,0,2,3/13/20,185421.0,0.0,0.0,No,,inf
845,Hernando,12,0,2,3/14/20,185421.0,0.0,0.0,No,,inf
914,Hernando,13,0,2,3/15/20,185421.0,0.0,0.0,No,,inf
983,Hernando,14,0,3,3/16/20,185421.0,0.0,0.0,No,,inf
1052,Hernando,15,0,3,3/17/20,185421.0,0.0,0.0,No,,inf
1121,Hernando,16,0,3,3/18/20,185421.0,0.0,0.0,No,,inf
1190,Hernando,17,4,3,3/19/20,185421.0,2.157252954088264,4.0,Yes,inf,0.0625
1259,Hernando,18,0,3,3/20/20,185421.0,0.0,-4.0,No,-inf,-inf
1328,Hernando,19,1,3,3/21/20,185421.0,0.539313238522066,1.0,Yes,inf,1.0
1397,Hernando,20,0,3,3/22/20,185421.0,0.0,-1.0,No,-inf,-inf
1466,Hernando,21,0,4,3/23/20,185421.0,0.0,0.0,No,,inf
1535,Hernando,22,0,4,3/24/20,185421.0,0.0,0.0,No,,inf
18,Highlands,0,0,1,3/2/20,103317.0,0.0,0.0,No,,inf
87,Highlands,1,0,1,3/3/20,103317.0,0.0,0.0,No,,inf
156,Highlands,2,0,1,3/4/20,103317.0,0.0,0.0,No,,inf
225,Highlands,3,0,1,3/5/20,103317.0,0.0,0.0,No,,inf
294,Highlands,4,0,1,3/6/20,103317.0,0.0,0.0,No,,inf
363,Highlands,5,0,1,3/7/20,103317.0,0.0,0.0,No,,inf
432,Highlands,6,0,1,3/8/20,103317.0,0.0,0.0,No,,inf
501,Highlands,7,0,2,3/9/20,103317.0,0.0,0.0,No,,inf
570,Highlands,8,0,2,3/10/20,103317.0,0.0,0.0,No,,inf
639,Highlands,9,0,2,3/11/20,103317.0,0.0,0.0,No,,inf
708,Highlands,10,0,2,3/12/20,103317.0,0.0,0.0,No,,inf
777,Highlands,11,0,2,3/13/20,103317.0,0.0,0.0,No,,inf
846,Highlands,12,0,2,3/14/20,103317.0,0.0,0.0,No,,inf
915,Highlands,13,0,2,3/15/20,103317.0,0.0,0.0,No,,inf
984,Highlands,14,0,3,3/16/20,103317.0,0.0,0.0,No,,inf
1053,Highlands,15,0,3,3/17/20,103317.0,0.0,0.0,No,,inf
1122,Highlands,16,0,3,3/18/20,103317.0,0.0,0.0,No,,inf
1191,Highlands,17,0,3,3/19/20,103317.0,0.0,0.0,No,,inf
1260,Highlands,18,0,3,3/20/20,103317.0,0.0,0.0,No,,inf
1329,Highlands,19,1,3,3/21/20,103317.0,0.9678949253269066,1.0,Yes,inf,1.0
1398,Highlands,20,1,3,3/22/20,103317.0,0.9678949253269066,0.0,Yes,0.0,inf
1467,Highlands,21,1,4,3/23/20,103317.0,0.9678949253269066,0.0,Yes,0.0,inf
1536,Highlands,22,1,4,3/24/20,103317.0,0.9678949253269066,0.0,Yes,0.0,inf
19,Hillsborough,0,1,1,3/2/20,1419285.0,0.07045801230901474,0.0,No,-2.6201065708577733,inf
